province;product_types;currency;product_group_id;product_line;value;date;product;month;year;quarter
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.78;2011-06-01;plain mixed bread (wheat-rye) - per 1kg;6.0;2011.0;2.0
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.35;2002-09-01;plain mixed bread (wheat-rye) - per 1kg;9.0;2002.0;3.0
HOLY CROSS;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2011-04-01;fresh chicken eggs - per 10pcs.;4.0;2011.0;2.0
WARMIA-MASURIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.37;2013-10-01;Poznan wheat flour, bagged - per 1kg;10.0;2013.0;4.0
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.28;2019-04-01;buckwheat groats roasted whole - per 1kg;4.0;2019.0;2.0
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2018-08-01;bread - per 1kg;8.0;2018.0;3.0
WARMIA-MASURIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;29.55;2018-10-01;beef with bone (rump steak) - per 1kg;10.0;2018.0;4.0
PODLASKIE;;PLN;2.0;haddock fillets frozen - per 1kg;1.77;2019-04-01;haddock fillets frozen - per 1kg;4.0;2019.0;2.0
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2009-12-01;frozen carrot and pea mix - per 1kg;12.0;2009.0;4.0
GREATER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2007-06-01;salted herring, non-dressed - per 1kg;6.0;2007.0;2.0
KUYAVIA-POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.73;2009-01-01;pork  with bone (center-cut pork chop) - per 1kg;1.0;2009.0;1.0
LESSER POLAND;;PLN;2.0;pork belly cooked - per 1kg;13.15;2002-11-01;pork belly cooked - per 1kg;11.0;2002.0;4.0
POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;20.27;2006-01-01;Hunter's sausage dried - per 1kg;1.0;2006.0;1.0
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.31;2010-03-01;white table salt bagged - per 1kg;3.0;2010.0;1.0
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.2;2002-05-01;beet sugar white, bagged - per 1kg;5.0;2002.0;2.0
LUBUSZ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.8;2000-05-01;pork meat with bone (shoulder) - per 1kg;5.0;2000.0;2.0
POLAND;;PLN;2.0;barley groats sausage - per 1kg;4.44;2005-08-01;barley groats sausage - per 1kg;8.0;2005.0;3.0
LESSER POLAND;;PLN;2.0;pork belly cooked - per 1kg;14.6;1999-10-01;pork belly cooked - per 1kg;10.0;1999.0;4.0
SUBCARPATHIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.56;1999-12-01;whole pickled cucumbers 0.9l - per 1pc.;12.0;1999.0;4.0
GREATER POLAND;;PLN;2.0;Italian head cheese - per 1kg;6.23;2002-01-01;Italian head cheese - per 1kg;1.0;2002.0;1.0
OPOLE;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2003-10-01;fresh chicken eggs - per 10pcs.;10.0;2003.0;4.0
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;23.01;2011-08-01;natural chocolate plain - per 1kg;8.0;2011.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;6.57;2004-12-01;Italian head cheese - per 1kg;12.0;2004.0;4.0
WEST POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2003-05-01;salted herring, non-dressed - per 1kg;5.0;2003.0;2.0
SUBCARPATHIA;;PLN;2.0;Italian head cheese - per 1kg;10.24;2011-06-01;Italian head cheese - per 1kg;6.0;2011.0;2.0
SILESIA;apple juice, boxed - per 1l;PLN;1.0;;1.23;2015-02-01;apple juice, boxed - per 1l;2.0;2015.0;1.0
OPOLE;white table salt bagged - per 1kg;PLN;3.0;;0.0;2011-10-01;white table salt bagged - per 1kg;10.0;2011.0;4.0
KUYAVIA-POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.38;1999-07-01;Poznan wheat flour, bagged - per 1kg;7.0;1999.0;3.0
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.03;2019-12-01;plain mixed bread (wheat-rye) - per 1kg;12.0;2019.0;4.0
PODLASKIE;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2005-06-01;fresh non-dressed trout - per 1kg;6.0;2005.0;2.0
GREATER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;5.08;2011-05-01;salted herring, non-dressed - per 1kg;5.0;2011.0;2.0
HOLY CROSS;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.28;2012-12-01;pork  with bone (center-cut pork chop) - per 1kg;12.0;2012.0;4.0
KUYAVIA-POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.09;2002-12-01;plain mixed bread (wheat-rye) - per 1kg;12.0;2002.0;4.0
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.6;2004-12-01;plain mixed bread (wheat-rye) - per 1kg;12.0;2004.0;4.0
WARMIA-MASURIA;;PLN;2.0;Hunter's sausage dried - per 1kg;17.56;2005-07-01;Hunter's sausage dried - per 1kg;7.0;2005.0;3.0
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2016-10-01;Poznan wheat flour, bagged - per 1kg;10.0;2016.0;4.0
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2018-02-01;Poznan wheat flour, bagged - per 1kg;2.0;2018.0;1.0
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.17;2010-09-01;plain mixed bread (wheat-rye) - per 1kg;9.0;2010.0;3.0
OPOLE;;PLN;2.0;smoked bacon with ribs - per 1kg;1.42;2001-04-01;smoked bacon with ribs - per 1kg;4.0;2001.0;2.0
SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;12.17;2003-07-01;natural chocolate plain - per 1kg;7.0;2003.0;3.0
WEST POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;13.99;2013-03-01;smoked bacon with ribs - per 1kg;3.0;2013.0;1.0
LUBLIN;white table salt bagged - per 1kg;PLN;3.0;;0.0;2000-01-01;white table salt bagged - per 1kg;1.0;2000.0;1.0
ŁÓDŹ;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.21;2009-11-01;pork  with bone (center-cut pork chop) - per 1kg;11.0;2009.0;4.0
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.0;2007-06-01;pork  with bone (center-cut pork chop) - per 1kg;6.0;2007.0;2.0
WEST POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.99;2004-01-01;Poznan wheat flour, bagged - per 1kg;1.0;2004.0;1.0
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2006-11-01;whole pickled cucumbers 0.9l - per 1pc.;11.0;2006.0;4.0
KUYAVIA-POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.53;2018-02-01;frozen carrot and pea mix - per 1kg;2.0;2018.0;1.0
POLAND;;PLN;2.0;pork ham cooked - per 1kg;14.25;2006-03-01;pork ham cooked - per 1kg;3.0;2006.0;1.0
LESSER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;1999-06-01;fresh chicken eggs - per 10pcs.;6.0;1999.0;2.0
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2012-09-01;Poznan wheat flour, bagged - per 1kg;9.0;2012.0;3.0
SUBCARPATHIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2009-10-01;fresh non-dressed carp - per 1kg;10.0;2009.0;4.0
HOLY CROSS;white table salt bagged - per 1kg;PLN;3.0;;0.0;2012-10-01;white table salt bagged - per 1kg;10.0;2012.0;4.0
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.76;2009-08-01;plain mixed bread (wheat-rye) - per 1kg;8.0;2009.0;3.0
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2018-12-01;buckwheat groats roasted whole - per 1kg;12.0;2018.0;4.0
ŁÓDŹ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2017-01-01;Masurian barley groats - per 1kg;1.0;2017.0;1.0
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;4.45;2009-09-01;frozen carrot and pea mix - per 1kg;9.0;2009.0;3.0
LUBLIN;;PLN;2.0;dressed chickens - per 1kg;4.66;1999-06-01;dressed chickens - per 1kg;6.0;1999.0;2.0
LESSER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2003-10-01;Masurian barley groats - per 1kg;10.0;2003.0;4.0
POLAND;apple juice, boxed - per 1l;PLN;1.0;;1.99;1999-11-01;apple juice, boxed - per 1l;11.0;1999.0;4.0
SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;14.78;2007-03-01;beef with bone (rump steak) - per 1kg;3.0;2007.0;1.0
LESSER POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2012-01-01;fresh non-dressed carp - per 1kg;1.0;2012.0;1.0
WEST POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;13.17;2006-03-01;smoked bacon with ribs - per 1kg;3.0;2006.0;1.0
LUBUSZ;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2018-11-01;fresh chicken eggs - per 10pcs.;11.0;2018.0;4.0
WARMIA-MASURIA;;PLN;2.0;smoked bacon with ribs - per 1kg;15.13;2015-10-01;smoked bacon with ribs - per 1kg;10.0;2015.0;4.0
LUBUSZ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.71;2004-01-01;pork  meat (raw bacon) - per 1kg;1.0;2004.0;1.0
LUBUSZ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.89;2003-04-01;Poznan wheat flour, bagged - per 1kg;4.0;2003.0;2.0
WEST POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2011-08-01;fresh chicken eggs - per 10pcs.;8.0;2011.0;3.0
LOWER SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2014-08-01;Poznan wheat flour, bagged - per 1kg;8.0;2014.0;3.0
SUBCARPATHIA;;PLN;2.0;pork belly cooked - per 1kg;14.84;2006-03-01;pork belly cooked - per 1kg;3.0;2006.0;1.0
GREATER POLAND;;PLN;2.0;pork belly cooked - per 1kg;13.58;2010-06-01;pork belly cooked - per 1kg;6.0;2010.0;2.0
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.82;2008-01-01;plain mixed bread (wheat-rye) - per 1kg;1.0;2008.0;1.0
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.39;2011-06-01;whole pickled cucumbers 0.9l - per 1pc.;6.0;2011.0;2.0
LESSER POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;12.02;2000-05-01;boneless beef (sirloin) - per 1kg;5.0;2000.0;2.0
GREATER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;10.45;2002-07-01;beef with bone (rump steak) - per 1kg;7.0;2002.0;3.0
POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.67;2006-12-01;pork  meat (raw bacon) - per 1kg;12.0;2006.0;4.0
LUBLIN;;PLN;2.0;fresh non-dressed carp - per 1kg;;2019-12-01;fresh non-dressed carp - per 1kg;12.0;2019.0;4.0
OPOLE;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.34;2018-09-01;fresh chicken eggs - per 10pcs.;9.0;2018.0;3.0
POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.33;2017-04-01;fresh chicken eggs - per 10pcs.;4.0;2017.0;2.0
PODLASKIE;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2002-06-01;fresh non-dressed carp - per 1kg;6.0;2002.0;2.0
GREATER POLAND;;PLN;2.0;barley groats sausage - per 1kg;3.92;2001-02-01;barley groats sausage - per 1kg;2.0;2001.0;1.0
POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2006-03-01;fresh non-dressed carp - per 1kg;3.0;2006.0;1.0
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.34;2016-01-01;pork meat with bone (shoulder) - per 1kg;1.0;2016.0;1.0
MASOVIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;6.39;2018-11-01;buckwheat groats roasted whole - per 1kg;11.0;2018.0;4.0
POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.95;2009-11-01;pork  meat (raw bacon) - per 1kg;11.0;2009.0;4.0
LUBLIN;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.53;2000-09-01;pork  with bone (center-cut pork chop) - per 1kg;9.0;2000.0;3.0
LOWER SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;5.67;2002-09-01;30% tomato concentrate - per 1kg;9.0;2002.0;3.0
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.54;2010-10-01;plain mixed bread (wheat-rye) - per 1kg;10.0;2010.0;4.0
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.83;2002-07-01;plain mixed bread (wheat-rye) - per 1kg;7.0;2002.0;3.0
KUYAVIA-POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.3;1999-09-01;white table salt bagged - per 1kg;9.0;1999.0;3.0
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;1999-07-01;buckwheat groats roasted whole - per 1kg;7.0;1999.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;7.5;2009-06-01;Italian head cheese - per 1kg;6.0;2009.0;2.0
LUBUSZ;;PLN;2.0;beef with bone (rump steak) - per 1kg;19.91;2008-07-01;beef with bone (rump steak) - per 1kg;7.0;2008.0;3.0
WEST POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2014-09-01;Poznan wheat flour, bagged - per 1kg;9.0;2014.0;3.0
OPOLE;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2008-09-01;salted herring, non-dressed - per 1kg;9.0;2008.0;3.0
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.92;2013-10-01;plain mixed bread (wheat-rye) - per 1kg;10.0;2013.0;4.0
POLAND;;PLN;2.0;pork ham cooked - per 1kg;17.12;2001-09-01;pork ham cooked - per 1kg;9.0;2001.0;3.0
LOWER SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.32;2006-03-01;pork meat with bone (shoulder) - per 1kg;3.0;2006.0;1.0
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2015-06-01;Poznan wheat flour, bagged - per 1kg;6.0;2015.0;2.0
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;16.86;2004-06-01;Hunter's sausage dried - per 1kg;6.0;2004.0;2.0
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;1.71;2013-03-01;Masurian barley groats - per 1kg;3.0;2013.0;1.0
HOLY CROSS;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2009-06-01;Poznan wheat flour, bagged - per 1kg;6.0;2009.0;2.0
OPOLE;;PLN;2.0;pork belly cooked - per 1kg;18.36;2009-12-01;pork belly cooked - per 1kg;12.0;2009.0;4.0
PODLASKIE;;PLN;2.0;pork ham cooked - per 1kg;14.41;2007-07-01;pork ham cooked - per 1kg;7.0;2007.0;3.0
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.39;2007-03-01;plain mixed bread (wheat-rye) - per 1kg;3.0;2007.0;1.0
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.17;2015-03-01;Poznan wheat flour, bagged - per 1kg;3.0;2015.0;1.0
POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2005-07-01;Backpacker's canned pork meat - per 300 g;7.0;2005.0;3.0
LUBLIN;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.44;2011-08-01;buckwheat groats roasted whole - per 1kg;8.0;2011.0;3.0
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.55;2018-12-01;buckwheat groats roasted whole - per 1kg;12.0;2018.0;4.0
OPOLE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2008-12-01;Backpacker's canned pork meat - per 300 g;12.0;2008.0;4.0
POLAND;;PLN;2.0;Italian head cheese - per 1kg;12.29;2018-05-01;Italian head cheese - per 1kg;5.0;2018.0;2.0
LUBLIN;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2018-08-01;Backpacker's canned pork meat - per 300 g;8.0;2018.0;3.0
OPOLE;;PLN;2.0;pork belly cooked - per 1kg;18.67;2015-06-01;pork belly cooked - per 1kg;6.0;2015.0;2.0
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;;1999-04-01;fresh non-dressed trout - per 1kg;4.0;1999.0;2.0
LUBUSZ;;PLN;2.0;pork ham cooked - per 1kg;20.41;2015-10-01;pork ham cooked - per 1kg;10.0;2015.0;4.0
POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2007-01-01;fresh non-dressed carp - per 1kg;1.0;2007.0;1.0
SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;22.24;2013-01-01;Hunter's sausage dried - per 1kg;1.0;2013.0;1.0
WEST POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;10.63;2019-06-01;salted herring, non-dressed - per 1kg;6.0;2019.0;2.0
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;22.18;2014-04-01;Hunter's sausage dried - per 1kg;4.0;2014.0;2.0
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2003-05-01;natural chocolate plain - per 1kg;5.0;2003.0;2.0
LESSER POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;15.13;2012-09-01;pork  with bone (center-cut pork chop) - per 1kg;9.0;2012.0;3.0
LESSER POLAND;;PLN;2.0;Italian head cheese - per 1kg;5.11;2003-06-01;Italian head cheese - per 1kg;6.0;2003.0;2.0
PODLASKIE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.02;2004-06-01;pork  meat (raw bacon) - per 1kg;6.0;2004.0;2.0
WEST POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2002-02-01;30% tomato concentrate - per 1kg;2.0;2002.0;1.0
PODLASKIE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;11.33;2009-03-01;pork  meat (raw bacon) - per 1kg;3.0;2009.0;1.0
POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;18.53;2016-12-01;pork ham cooked - per 1kg;12.0;2016.0;4.0
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.45;2016-04-01;plain mixed bread (wheat-rye) - per 1kg;4.0;2016.0;2.0
ŁÓDŹ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.05;2002-06-01;pork meat with bone (shoulder) - per 1kg;6.0;2002.0;2.0
POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.31;2015-09-01;frozen carrot and pea mix - per 1kg;9.0;2015.0;3.0
MASOVIA;apple juice, boxed - per 1l;PLN;1.0;;2.13;2009-01-01;apple juice, boxed - per 1l;1.0;2009.0;1.0
PODLASKIE;apple juice, boxed - per 1l;PLN;1.0;;0.0;2005-03-01;apple juice, boxed - per 1l;3.0;2005.0;1.0
GREATER POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;8.51;2006-11-01;30% tomato concentrate - per 1kg;11.0;2006.0;4.0
POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;3.06;2008-04-01;whole pickled cucumbers 0.9l - per 1pc.;4.0;2008.0;2.0
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2012-10-01;30% tomato concentrate - per 1kg;10.0;2012.0;4.0
SUBCARPATHIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.36;2012-11-01;fresh chicken eggs - per 10pcs.;11.0;2012.0;4.0
POLAND;natural chocolate plain - per 1kg;PLN;3.0;;15.23;2013-01-01;natural chocolate plain - per 1kg;1.0;2013.0;1.0
LUBLIN;;PLN;2.0;pork  meat (raw bacon) - per 1kg;7.94;2004-02-01;pork  meat (raw bacon) - per 1kg;2.0;2004.0;1.0
OPOLE;;PLN;2.0;Hunter's sausage dried - per 1kg;20.31;2010-08-01;Hunter's sausage dried - per 1kg;8.0;2010.0;3.0
POLAND;;PLN;2.0;pork ham cooked - per 1kg;15.51;2003-09-01;pork ham cooked - per 1kg;9.0;2003.0;3.0
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.5;2019-11-01;plain mixed bread (wheat-rye) - per 1kg;11.0;2019.0;4.0
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2003-05-01;haddock fillets frozen - per 1kg;5.0;2003.0;2.0
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2010-05-01;Masurian barley groats - per 1kg;5.0;2010.0;2.0
HOLY CROSS;;PLN;2.0;barley groats sausage - per 1kg;5.52;2009-06-01;barley groats sausage - per 1kg;6.0;2009.0;2.0
OPOLE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2001-08-01;haddock fillets frozen - per 1kg;8.0;2001.0;3.0
LUBUSZ;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.0;2017-06-01;pork  with bone (center-cut pork chop) - per 1kg;6.0;2017.0;2.0
SUBCARPATHIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2015-08-01;fresh non-dressed carp - per 1kg;8.0;2015.0;3.0
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.94;2009-02-01;plain mixed bread (wheat-rye) - per 1kg;2.0;2009.0;1.0
WEST POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2000-07-01;Poznan wheat flour, bagged - per 1kg;7.0;2000.0;3.0
MASOVIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2017-08-01;fresh non-dressed trout - per 1kg;8.0;2017.0;3.0
SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;8.84;2019-09-01;salted herring, non-dressed - per 1kg;9.0;2019.0;3.0
LESSER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2011-07-01;Backpacker's canned pork meat - per 300 g;7.0;2011.0;3.0
LESSER POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.1;2009-03-01;boneless beef (sirloin) - per 1kg;3.0;2009.0;1.0
SILESIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2002-07-01;fresh non-dressed trout - per 1kg;7.0;2002.0;3.0
LUBLIN;;PLN;4.0;Masurian barley groats - per 1kg;1.23;2003-10-01;Masurian barley groats - per 1kg;10.0;2003.0;4.0
SUBCARPATHIA;;PLN;2.0;barley groats sausage - per 1kg;7.24;2015-12-01;barley groats sausage - per 1kg;12.0;2015.0;4.0
KUYAVIA-POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;11.61;1999-09-01;pork  with bone (center-cut pork chop) - per 1kg;9.0;1999.0;3.0
LESSER POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;15.45;2004-07-01;boneless beef (sirloin) - per 1kg;7.0;2004.0;3.0
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;15.42;2000-07-01;natural chocolate plain - per 1kg;7.0;2000.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;7.12;2015-01-01;barley groats sausage - per 1kg;1.0;2015.0;1.0
WARMIA-MASURIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2005-07-01;whole pickled cucumbers 0.9l - per 1pc.;7.0;2005.0;3.0
WEST POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;22.86;2018-07-01;Hunter's sausage dried - per 1kg;7.0;2018.0;3.0
PODLASKIE;;PLN;2.0;Hunter's sausage dried - per 1kg;20.15;2008-05-01;Hunter's sausage dried - per 1kg;5.0;2008.0;2.0
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;4.39;2012-05-01;frozen carrot and pea mix - per 1kg;5.0;2012.0;2.0
POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;11.53;2002-06-01;boneless beef (sirloin) - per 1kg;6.0;2002.0;2.0
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2012-11-01;haddock fillets frozen - per 1kg;11.0;2012.0;4.0
OPOLE;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2014-04-01;fresh non-dressed trout - per 1kg;4.0;2014.0;2.0
POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;11.37;2003-12-01;pork  with bone (center-cut pork chop) - per 1kg;12.0;2003.0;4.0
PODLASKIE;;PLN;2.0;Italian head cheese - per 1kg;6.38;2004-01-01;Italian head cheese - per 1kg;1.0;2004.0;1.0
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.27;2003-02-01;plain mixed bread (wheat-rye) - per 1kg;2.0;2003.0;1.0
MASOVIA;natural chocolate plain - per 1kg;PLN;3.0;;18.74;2001-09-01;natural chocolate plain - per 1kg;9.0;2001.0;3.0
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.96;2010-05-01;plain mixed bread (wheat-rye) - per 1kg;5.0;2010.0;2.0
GREATER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;9.04;2017-01-01;salted herring, non-dressed - per 1kg;1.0;2017.0;1.0
ŁÓDŹ;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.64;2015-02-01;Backpacker's canned pork meat - per 300 g;2.0;2015.0;1.0
LOWER SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2012-10-01;30% tomato concentrate - per 1kg;10.0;2012.0;4.0
WEST POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;14.78;2002-10-01;pork belly cooked - per 1kg;10.0;2002.0;4.0
OPOLE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2004-05-01;Backpacker's canned pork meat - per 300 g;5.0;2004.0;2.0
LUBLIN;;PLN;2.0;barley groats sausage - per 1kg;3.25;1999-07-01;barley groats sausage - per 1kg;7.0;1999.0;3.0
MASOVIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.21;2006-08-01;plain mixed bread (wheat-rye) - per 1kg;8.0;2006.0;3.0
SILESIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.43;2017-12-01;pork  with bone (center-cut pork chop) - per 1kg;12.0;2017.0;4.0
SUBCARPATHIA;;PLN;2.0;pork ham cooked - per 1kg;19.76;2016-06-01;pork ham cooked - per 1kg;6.0;2016.0;2.0
PODLASKIE;;PLN;2.0;pork belly cooked - per 1kg;13.51;2006-06-01;pork belly cooked - per 1kg;6.0;2006.0;2.0
LUBUSZ;apple juice, boxed - per 1l;PLN;1.0;;0.0;2013-04-01;apple juice, boxed - per 1l;4.0;2013.0;2.0
